lab_id,video_id,mouse1_strain,mouse1_color,mouse1_sex,mouse1_id,mouse1_age,mouse1_condition,mouse2_strain,mouse2_color,mouse2_sex,mouse2_id,mouse2_age,mouse2_condition,mouse3_strain,mouse3_color,mouse3_sex,mouse3_id,mouse3_age,mouse3_condition,mouse4_strain,mouse4_color,mouse4_sex,mouse4_id,mouse4_age,mouse4_condition,frames_per_second,video_duration_sec,pix_per_cm_approx,video_width_pix,video_height_pix,arena_width_cm,arena_height_cm,arena_shape,arena_type,body_parts_tracked,behaviors_labeled,tracking_method
SparklingTapir,58714936,CD1,white,male,,> 40 weeks,,C57Bl/6J,black,male,,6-12 weeks,,,,,,,,,,,,,,50.0,30.6,48.0,1200,2048,19.0,28.5,rectangular,resident-intruder,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack""]",DeepLabCut
SparklingTapir,139713291,CD1,white,,,,,C57Bl/6J,black,,,,,,,,,,,,,,,,,60.0,189.7,45.0,1080,1920,19.0,28.5,rectangular,,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]",,DeepLabCut
SparklingTapir,159008741,CFW,white,female,,12 weeks,,C57Bl/6J,black,female,,12 weeks,,,,,,,,,,,,,,60.0,313.8,15.0,828,194,45.7,12.0,rectangular,CSDS,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack""]",DeepLabCut
SparklingTapir,160640380,CD1,white,male,29.0,> 40 weeks,,C57Bl/6J,black,male,,6-12 weeks,,,,,,,,,,,,,,30.0,600.1,24.0,428,1226,12.7,46.0,rectangular,CSDS,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""mouse2,mouse1,defend"", ""mouse2,mouse1,escape""]",DeepLabCut
SparklingTapir,329031399,CD1,white,male,,> 40 weeks,,C57Bl/6J,black,male,,6-12 weeks,,,,,,,,,,,,,,120.0,32.5,51.0,1000,1544,19.0,28.5,rectangular,resident-intruder,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]",,DeepLabCut
SparklingTapir,361341393,CD1,white,male,,> 40 weeks,,C57Bl/6J,black,male,,6-12 weeks,,,,,,,,,,,,,,50.0,33.0,61.0,1200,2048,19.0,28.5,rectangular,resident-intruder,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]",,DeepLabCut
SparklingTapir,385126201,CD1,white,male,,> 40 weeks,,C57Bl/6J,black,male,,6-12 weeks,,,,,,,,,,,,,,120.0,44.2,44.0,1000,1544,19.0,28.5,rectangular,resident-intruder,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack""]",DeepLabCut
SparklingTapir,397029082,CFW,white,female,,12 weeks,,C57Bl/6J,black,female,,12 weeks,,,,,,,,,,,,,,60.0,327.9,15.0,828,194,45.7,12.0,rectangular,CSDS,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack""]",DeepLabCut
SparklingTapir,413085535,CD1,white,male,,> 40 weeks,,C57Bl/6J,black,male,,6-12 weeks,,,,,,,,,,,,,,50.0,19.4,50.0,1200,2048,19.0,28.5,rectangular,resident-intruder,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack""]",DeepLabCut
SparklingTapir,426173640,CD1,white,male,41.0,> 40 weeks,,C57Bl/6J,black,male,,6-12 weeks,,,,,,,,,,,,,,30.0,600.0,32.0,676,1140,19.0,28.5,rectangular,resident-intruder,"[""body_center"", ""ear_left"", ""ear_right"", ""lateral_left"", ""lateral_right"", ""nose"", ""tail_base""]","[""mouse1,mouse2,attack""]",DeepLabCut
